@relation 'GenevaExtended_2014_Acoustic_Parameters_Functionals_over_full_input: -C 0'

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute Speaker_ID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,207,208,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230}
@attribute Gender {m,f}
@attribute Extraversion {E,NE}
@attribute Agreeableness {A,NA}
@attribute Conscientiousness {C,NC}
@attribute Neuroticism {N,NN}
@attribute Openness {O,NO}

@data
devel_068,31.75257,0.072112,30.23159,31.30772,32.75963,2.528042,36.79384,35.29255,25.33621,15.03271,173.8171,0.14858,157.66,167.7696,182.4573,24.79727,299.9452,387.7529,338.1422,239.1417,0.622739,0.560259,0.276116,0.625853,0.984997,0.708882,9.863636,4.585835,8.527666,3.694018,0.228935,0.65647,8.053156,1.498611,3.729542,4.009644,3.03861,4.660631,-29.86079,-0.549001,0.023037,1.092328,0.903145,0.8567,6.520101,0.380795,4.205097,1.990578,14.24919,0.515739,670.4091,0.327301,1509,0.189656,-106.6412,-0.879191,1622.422,0.13146,1172.302,0.319918,-107.9338,-0.828829,2516.421,0.064684,1069.031,0.308182,-107.514,-0.834548,-8.584173,-0.722471,14.57238,0.467625,0.066232,0.243545,-0.015301,-0.893368,0.269795,0.51132,13.29668,0.621093,2.399188,6.032107,-1.38617,-10.12739,-31.23157,-0.513985,-2.073223,8.601501,0.048733,0.004287,0.189071,3.037822,5.147886,7.433824,-28.44147,5.105105,2.716298,0.172593,0.158175,0.168929,0.174588,-22.31482,163,m,E,A,NC,NN,NO
devel_069,31.34419,0.082356,28.97274,30.57378,33.99853,5.025791,162.9115,132.8749,59.78693,60.61757,170.0923,0.156703,146.6361,160.8351,196.0106,49.37456,1503.315,1150.682,608.5726,671.98,0.594325,0.702724,0.201315,0.493778,0.934266,0.732951,8.788186,4.170572,9.767447,4.724859,0.317116,0.730233,15.77022,0.997289,16.44936,0.823095,9.396839,1.704151,-6.034311,-1.858242,0.035012,0.812438,1.544019,1.088053,7.907177,0.275931,11.96069,0.987462,25.36714,0.405893,552.8655,0.35392,1339.911,0.131018,-93.86887,-0.883836,1540.544,0.13613,1075.543,0.286741,-99.00586,-0.768829,2490.472,0.080348,866.4495,0.285894,-100.2207,-0.747833,-18.67548,-0.525038,26.0414,0.420647,0.027636,1.044199,-0.004743,-3.626578,0.365906,0.658749,22.43104,0.55051,20.48106,0.630127,8.126431,2.303222,-8.336404,-1.405149,-6.692001,14.51729,0.014645,0.010506,0.267461,6.922947,10.60874,11.36204,-3.272727,5.15873,4.8583,0.113333,0.095161,0.070833,0.028711,-18.37513,150,m,NE,NA,NC,N,NO
devel_070,26.88487,0.103957,24.31549,26.42586,29.47269,5.1572,123.6808,185.6902,50.35441,43.0104,131.6881,0.164568,112.026,126.5819,150.8996,38.8736,934.8908,1427.301,406.6666,369.6916,0.593988,0.60399,0.276604,0.548145,0.855118,0.578514,9.891291,5.438408,8.327613,4.562467,0.224904,0.703687,10.65666,1.305193,12.63599,1.043146,0.548887,22.26294,-4.253431,-2.695446,0.040333,1.166626,1.465182,0.865025,5.714308,0.350908,8.748033,0.894888,25.64755,0.344379,638.7205,0.370574,1473.419,0.179178,-110.181,-0.820341,1586.571,0.140684,1122.818,0.325525,-113.0988,-0.757041,2575.899,0.073065,923.3019,0.386438,-113.7645,-0.747059,-13.4082,-0.531064,21.21863,0.381478,0.041851,0.576621,-0.008025,-1.929256,0.278122,0.484195,17.70165,0.551269,17.26538,0.64994,0.000822,18219.25,-7.517035,-1.681168,-3.34275,11.20949,0.025415,0.00769,0.178612,4.064983,8.478234,1.049095,-1.414023,5.705706,3.826788,0.115,0.114656,0.136857,0.123167,-20.96042,148,m,E,NA,NC,N,O
devel_071,36.79962,0.24823,28.859,37.16523,42.01796,13.15896,450.6752,569.3859,341.7378,606.1679,269.998,0.653079,146.59,235.317,313.8287,167.2387,6518.034,11344.78,7975.033,15443.83,0.755698,0.429693,0.444182,0.722637,1.106538,0.662357,9.704072,5.400939,8.056121,4.037993,0.275651,0.566365,-5.314959,-2.26357,-15.40258,-1.076339,2.122334,7.372335,-41.66245,-0.478289,0.052943,1.269124,1.706466,0.726002,1.611107,2.866706,5.055996,2.201155,0.992592,13.38706,935.6846,0.178341,1156.776,0.27682,-115.8867,-0.823958,1785.515,0.094627,1240.821,0.204956,-107.4025,-0.894383,2597.325,0.048479,1016.849,0.200162,-107.8873,-0.883209,0.624498,14.49114,10.48212,0.721809,0.095139,0.182581,0.006094,3.149118,0.280621,0.5255,-3.566809,-3.129575,-17.14738,-1.056139,-0.379723,-44.02787,-40.81052,-0.503216,4.259288,6.6077,0.09423,0.013694,0.272574,-6.701707,-14.09639,4.112804,-42.3203,5.305305,4.225352,0.097143,0.081658,0.131053,0.117155,-21.72847,152,m,E,NA,NC,N,O
devel_072,28.9467,0.114618,26.01902,28.55753,32.33992,6.320908,103.5306,108.9622,46.09797,25.30424,149.1328,0.194434,123.6153,143.149,178.1486,54.53334,978.4944,1166.71,422.8513,252.1436,0.587523,0.546183,0.24291,0.60739,0.892954,0.650044,9.840494,6.47581,8.470301,3.431979,0.242818,0.727958,12.42069,1.04251,4.116848,3.821495,-2.964231,-5.608529,-14.57833,-1.059199,0.031152,0.895407,1.636345,0.821573,5.183852,0.452619,3.563769,2.90238,19.58395,0.387565,719.8482,0.338988,1529.173,0.224061,-123.2097,-0.731535,1618.548,0.160411,1211.801,0.366004,-122.4636,-0.714796,2537.079,0.081008,893.7419,0.265172,-123.8924,-0.691551,-10.1845,-0.61309,18.85696,0.362512,0.05717,0.434743,-0.009694,-1.788089,0.313504,0.541427,15.66848,0.582115,4.123477,4.265872,-4.054594,-4.677704,-18.95883,-0.789893,-6.623372,14.65952,0.039268,-0.00058,0.194161,10.25438,3.968346,-2.27233,-11.28698,5.305305,3.822938,0.097632,0.065632,0.151389,0.141444,-21.50264,151,m,E,NA,NC,N,O
devel_073,20.88989,0.07026,19.78588,20.57313,21.90618,2.120304,40.14188,29.95363,71.82317,204.9804,92.25764,0.090134,86.23591,90.24622,97.47086,11.23495,175.69,157.4642,503.3548,1391.255,0.566439,0.491111,0.312596,0.577331,0.780612,0.468017,6.546946,5.145567,6.305894,4.476634,0.150885,0.620529,10.94098,1.109244,11.07964,1.052238,1.042015,9.905953,-12.30317,-1.020146,0.014909,0.945377,0.9048,1.076163,4.520627,0.259793,1.070286,2.950357,18.27933,0.286719,522.9489,0.376931,1393.154,0.138985,-116.6923,-0.837573,1531.477,0.153625,1156.695,0.483424,-122.0859,-0.747631,2401.49,0.069544,974.2802,0.401713,-122.2724,-0.744335,-12.21109,-0.377313,17.73451,0.261388,0.043652,0.260332,-0.009135,-1.676058,0.149133,0.475945,18.65973,0.351909,14.79005,0.892822,1.260041,10.05192,-17.50537,-0.677045,-3.328592,8.80432,0.03094,0.000261,0.153535,5.819427,8.542541,0.899317,-8.75893,4.204204,2.313883,0.166087,0.134156,0.246087,0.182107,-23.73955,203,m,NE,NA,C,N,NO
devel_074,28.24324,0.089181,25.91396,28.09135,30.0033,4.089336,158.9523,176.6731,31.21979,24.53592,142.1019,0.151753,122.8601,139.3577,155.598,32.73793,1203.823,1306.764,256.6424,232.2044,0.484611,0.573474,0.249557,0.481428,0.726883,0.477326,7.859849,4.187693,6.4996,2.708535,0.198038,0.732435,15.51439,1.103797,12.22713,1.070351,2.06501,6.31474,-10.3341,-1.329432,0.032945,1.049384,1.42582,0.858276,6.638527,0.343447,5.03055,1.283647,27.85666,0.285173,517.248,0.314359,1428.871,0.160802,-100.9209,-0.919079,1492.753,0.149034,1068.7,0.266871,-108.5133,-0.780048,2464.985,0.081272,898.0615,0.270143,-110.6019,-0.746407,-17.30701,-0.428591,25.01325,0.328714,0.046582,0.440097,-0.015178,-1.226439,0.259159,0.564204,25.62614,0.422321,14.63617,0.935655,1.007422,16.15384,-14.79719,-0.922009,-4.913194,12.04205,0.02276,0.008582,0.135527,4.791137,9.750199,3.327529,-5.756211,5.705706,3.222558,0.150313,0.129699,0.148667,0.121181,-21.89433,222,m,NE,NA,C,NN,NO
devel_075,28.06611,0.267896,22.79298,23.9622,35.16305,12.37006,388.6394,507.7625,199.7127,259.8257,157.1808,0.663822,102.5927,109.7612,209.6175,107.0249,4139.465,4571.114,3585.885,6268.853,0.512293,0.646793,0.220024,0.462503,0.738225,0.518201,6.766626,5.185993,5.783232,4.205311,0.141387,0.876494,-3.491852,-3.631702,-6.520367,-2.386122,-7.440072,-1.248021,-40.31841,-0.429315,0.0403,1.253275,1.855121,0.76634,2.322516,1.344062,-3.577885,-2.903989,7.164887,1.305319,792.408,0.300298,1431.687,0.247682,-130.0185,-0.767296,1733.372,0.132263,1165.821,0.347155,-128.9732,-0.749428,2561.629,0.06088,1110.728,0.250917,-127.072,-0.781531,-6.730791,-0.908884,13.24477,0.537499,0.111905,0.109704,-0.010456,-1.043098,0.180223,0.686939,5.340244,1.667017,-4.664797,-3.781044,-11.32891,-0.904903,-53.175,-0.282505,2.605039,5.346043,0.082238,0.010023,0.121451,-7.986533,-7.302376,-5.43526,-33.75362,3.003003,2.517623,0.1236,0.108513,0.2536,0.280868,-24.80385,187,m,NE,NA,NC,N,NO
devel_076,34.02209,0.069249,31.85037,33.47895,36.37712,4.526747,63.98722,82.06476,27.74597,15.23628,198.1479,0.14146,173.1146,190.1908,224.8462,51.73158,782.4711,1068.865,326.9256,196.1233,0.581589,0.540768,0.310159,0.549618,0.858452,0.548293,8.849606,4.339087,8.078911,3.768461,0.249607,0.642796,12.90873,1.060071,12.09174,1.000985,-1.371996,-8.851726,-12.47981,-1.033329,0.030179,1.178071,1.161626,0.826384,9.336742,0.225122,13.66978,0.615053,25.27306,0.313648,627.151,0.297384,1356.342,0.148437,-84.28852,-1.032582,1610.912,0.123326,1038.558,0.234318,-90.42361,-0.8763,2591.068,0.071855,920.5732,0.386276,-91.64473,-0.853282,-16.86942,-0.451558,24.84217,0.359416,0.049973,0.424166,-0.00805,-2.026203,0.283591,0.516701,19.01287,0.537219,13.34096,0.92371,-3.087737,-4.451143,-15.99907,-0.85052,-3.401274,10.29205,0.025103,0.00787,0.191489,2.259104,9.774479,1.583189,-6.282355,5.605606,3.021148,0.200333,0.149521,0.117857,0.102028,-19.75874,198,f,E,A,C,N,NO
devel_077,27.9098,0.160726,25.07285,26.37485,30.3077,5.234848,234.95,208.3633,83.78006,74.28302,144.2392,0.421192,117.0335,126.1753,158.3779,41.34438,1239.124,1153.863,1435.214,1426.889,0.627515,0.602204,0.212728,0.648234,1.023311,0.810583,10.24943,5.488739,7.910242,4.568569,0.175031,0.679936,6.43358,1.504748,7.125177,1.581031,-3.772087,-3.983074,-13.17036,-1.188641,0.027694,1.494309,1.482126,0.885572,4.209795,0.616195,4.171476,1.969739,11.516,0.720938,719.6292,0.36206,1335.219,0.256621,-111.3516,-0.838691,1685.978,0.170115,1149.07,0.335462,-108.0213,-0.850749,2586.859,0.080011,1045.026,0.315761,-108.638,-0.839605,-6.720483,-0.815797,13.91252,0.402894,0.051773,0.403602,-0.010856,-1.64003,0.207755,0.474696,8.335148,1.058988,7.838369,1.670582,-8.194647,-2.241778,-15.63029,-1.019984,-3.276772,10.48813,0.030789,0.003924,0.147975,4.649623,6.597398,0.342256,-11.03994,4.304305,3.219316,0.138438,0.167875,0.152188,0.120097,-23.47215,157,m,E,NA,NC,NN,NO
devel_078,28.6485,0.134139,25.67184,28.15205,31.33776,5.66592,89.45412,90.9889,150.0072,271.1659,148.8493,0.402976,121.154,139.8417,168.0862,46.93222,1025.107,1259.181,2577.617,3827.536,0.536763,0.610032,0.245011,0.472586,0.823162,0.578151,8.144805,4.361678,7.518712,4.192798,0.21015,0.783483,2.664707,6.1914,-1.424675,-8.871766,-3.401893,-4.858529,-23.8305,-0.638272,0.040082,1.84246,1.780874,0.80102,5.138213,0.404055,1.463294,5.477878,21.39806,0.43563,822.2226,0.283916,1322.563,0.287776,-102.2058,-0.96653,1763.318,0.137141,1205.491,0.309703,-102.6208,-0.921202,2615.703,0.081474,1089.564,0.371068,-104.4783,-0.88669,-11.02731,-0.74211,19.63914,0.452834,0.08776,0.241096,-0.013056,-1.68539,0.297543,0.539373,13.31779,0.785213,-1.655719,-8.274862,-7.984612,-2.466305,-30.9066,-0.439758,4.464307,5.631829,0.06199,0.019284,0.127831,-7.523078,-1.012725,1.055611,-17.00174,5.005005,3.018109,0.153667,0.118138,0.152258,0.125691,-22.10552,144,m,E,A,NC,NN,NO
devel_079,28.72271,0.104879,26.11092,28.45063,31.73387,5.62295,68.06407,45.03317,115.443,266.7979,146.8895,0.18682,124.273,142.275,171.9545,47.6815,566.7697,381.6767,397.4466,216.1148,0.585823,0.585125,0.273203,0.531119,0.947663,0.67446,11.18449,5.65138,9.882778,5.340503,0.207892,0.719179,4.931336,2.524988,9.381271,1.558525,-2.149469,-4.584485,-23.49016,-0.639702,0.03839,1.422895,1.757733,0.787171,4.754054,0.455162,5.923464,1.391126,16.28539,0.447745,607.8674,0.375506,1529.154,0.195437,-108.0208,-0.873975,1581,0.129447,1068.44,0.316813,-108.3147,-0.826521,2519.216,0.063576,1050.855,0.438733,-107.4302,-0.840549,-9.022419,-0.596952,14.58142,0.406027,0.061747,0.367577,-0.013797,-1.063381,0.256495,0.608619,11.3655,0.730964,11.38053,1.447088,-3.34208,-3.182328,-27.64685,-0.515585,-0.095955,6.388178,0.048631,0.004032,0.164924,-1.298092,7.542682,-0.965122,-19.53321,5.905906,3.625378,0.123889,0.109399,0.136,0.118808,-22.77058,181,m,E,NA,C,N,O
devel_080,27.66699,0.140972,24.48471,26.93617,30.59005,6.105341,218.1102,171.6658,35.44251,16.68896,139.6564,0.246706,113.1321,130.3571,160.9574,47.82526,1733.728,1309.043,273.1362,139.3051,0.360065,0.740613,0.121112,0.310124,0.585004,0.463893,8.009736,5.216464,5.720026,3.242299,0.148534,0.887912,15.96233,0.95098,19.84899,0.806588,-0.060627,-237.606,-5.785696,-2.674582,0.038448,1.125651,1.670084,0.841036,6.184054,0.413667,6.593899,0.963796,25.83239,0.323872,573.9628,0.321571,1348.707,0.137463,-115.3362,-0.771505,1568.549,0.146488,996.8628,0.29722,-120.8571,-0.681727,2589.402,0.067567,848.5527,0.435967,-121.2723,-0.674389,-18.09332,-0.428098,24.52768,0.358717,0.030807,0.805416,-0.013668,-1.403816,0.213869,0.647415,24.13015,0.416794,23.69397,0.645223,-1.541728,-11.15569,-7.163599,-2.511532,-7.774826,13.07815,0.017711,0.004646,0.095256,8.884372,16.57802,1.312343,-4.806217,4.804805,3.222558,0.132188,0.103885,0.168667,0.14198,-23.67063,200,m,E,NA,NC,N,O
devel_081,29.11759,0.123734,26.73253,27.58428,31.90009,5.167557,93.14999,95.09715,162.7269,274.6364,151.4045,0.240058,128.8106,135.3041,173.6209,44.81029,851.4918,722.5503,1963.765,3090.059,0.333803,0.573214,0.195765,0.291585,0.445707,0.249943,5.618798,3.311708,4.121498,2.431116,0.137202,0.543218,19.42179,0.674208,19.07662,0.610749,5.968352,1.779231,-1.843737,-9.803978,0.024513,1.26237,1.331098,0.806083,6.736085,0.23413,11.86841,0.755408,29.23969,0.304608,595.918,0.23839,1399.375,0.159916,-141.9879,-0.58169,1634.729,0.099357,1027.993,0.25119,-146.7054,-0.51565,2631.93,0.055527,930.8735,0.276377,-147.2618,-0.507647,-18.98132,-0.35678,26.20904,0.303447,0.001336,17.85443,-0.01926,-0.628881,0.18208,0.497792,25.98447,0.310457,18.7951,0.774957,0.292077,37.3838,-13.2367,-1.437302,-14.01679,21.88749,-0.024842,0.00115,0.118208,16.28647,19.30269,8.797543,3.199616,4.404405,3.121853,0.089677,0.075498,0.210645,0.171068,-26.28181,192,f,NE,A,C,NN,NO
devel_082,27.3318,0.112846,24.53119,26.60754,30.60917,6.077974,109.3337,171.8642,36.54055,16.48865,135.5274,0.183035,113.4435,127.8875,161.1555,47.71191,892.853,1408.758,289.3358,146.4839,0.474525,0.668138,0.192982,0.415333,0.730416,0.537434,8.581601,4.589939,7.39892,3.922496,0.190504,0.822773,14.30541,0.954656,12.2275,1.22946,-4.631806,-3.473419,-11.58125,-1.122935,0.027992,0.958284,1.550825,0.798398,5.558281,0.364739,6.968221,1.316649,24.64088,0.334316,626.6652,0.379752,1423.28,0.195691,-105.4044,-0.884974,1609.78,0.146526,1070.889,0.318807,-108.6403,-0.80675,2570.704,0.081962,933.8666,0.445357,-109.5812,-0.791447,-14.28833,-0.472235,22.13953,0.357288,0.051194,0.502401,-0.012562,-1.459502,0.237718,0.678449,18.90771,0.522496,13.85782,0.982626,-5.530931,-2.898047,-11.91395,-1.104316,-7.757894,14.95702,0.039758,-0.002493,0.146295,9.749825,10.63139,-3.487879,-11.26096,5.005005,3.420523,0.134706,0.106584,0.133429,0.087601,-22.22066,228,m,E,NA,NC,NN,O
devel_083,26.20166,0.190373,23.59388,24.73487,27.76029,4.166405,111.6343,166.678,173.37,340.3605,133.5367,0.620499,107.455,114.7713,136.7035,29.2485,176.9506,145.7532,11678.18,11186.83,0.427163,0.699788,0.164551,0.348176,0.697676,0.533124,6.526242,3.688094,5.163698,2.601541,0.151712,0.877687,9.323087,1.382188,0.41904,36.12471,-5.83035,-2.850488,-37.79753,-0.394964,0.027733,1.13084,1.558533,0.99848,5.361767,0.418477,-1.332886,-5.512145,17.31981,0.636451,670.8923,0.388978,1444.449,0.249614,-123.3423,-0.80479,1609.389,0.162309,1140.199,0.377636,-124.3687,-0.762314,2529.638,0.072756,942.1215,0.397667,-124.8469,-0.75367,-12.81337,-0.578598,20.5276,0.414912,0.096502,0.212771,-0.021546,-1.008965,0.228437,0.640551,16.05171,0.611476,-2.476278,-6.634729,-9.903279,-2.076893,-45.27453,-0.324371,-5.67372,12.16347,0.072865,0.00056,0.10693,5.378803,2.09315,-3.322221,-33.49141,4.804805,3.31992,0.1,0.079124,0.187188,0.110799,-22.55778,173,m,NE,NA,NC,NN,NO
devel_084,28.71275,0.089208,26.98799,28.15321,29.88278,2.894791,182.6521,376.1884,50.26046,92.50938,146.3228,0.186012,130.7233,139.824,154.5206,23.7973,230.0964,114.8288,771.321,1041.183,0.462513,0.666775,0.179034,0.37018,0.763033,0.584,7.572665,4.961406,5.742953,3.365992,0.160992,0.834427,20.73469,0.493762,-11.2052,-1.294653,-7.595016,-2.049394,-32.44125,-0.425792,0.022265,1.26224,1.146262,0.979122,6.587292,0.383957,0.428857,16.35712,25.98641,0.257997,612.1874,0.292064,1544.172,0.156598,-76.9413,-1.303598,1520.023,0.125445,1157.762,0.309663,-81.9662,-1.154567,2498.4,0.077307,961.8523,0.26709,-88.41183,-1.010876,-14.85205,-0.364209,26.91552,0.282647,0.090703,0.196667,-0.021365,-0.733222,0.199483,0.67591,23.67646,0.312785,-12.57858,-1.233191,-12.21404,-1.317394,-34.95173,-0.400792,-9.548472,18.56234,0.06903,-0.000933,0.108304,16.33232,-9.061836,-0.341234,-28.98526,3.603604,2.719033,0.207407,0.189005,0.145385,0.229753,-21.68988,169,m,NE,A,NC,NN,NO
devel_085,29.46205,0.206291,24.38473,27.90654,34.62818,10.24345,258.2855,363.6027,118.1194,89.54085,164.2625,0.613801,112.4721,138.7758,203.3849,90.91278,2462.152,3761,1890.618,2196.285,0.559458,0.579835,0.262931,0.516891,0.841611,0.57868,8.358776,5.606669,6.852027,3.389402,0.214059,0.847601,5.449382,2.517516,-1.860202,-8.766544,-5.437266,-2.235715,-34.0892,-0.49473,0.05016,1.842844,1.315454,1.012525,5.351554,0.512784,2.928033,2.793941,16.59415,0.605833,645.1458,0.34439,1449.993,0.178368,-107.2271,-0.944049,1608.157,0.133941,1166.217,0.327047,-108.5867,-0.871644,2502.996,0.065651,992.7883,0.347035,-107.5823,-0.888126,-11.03471,-0.735616,17.3166,0.479028,0.086552,0.219733,-0.016158,-0.993363,0.272093,0.711724,12.75822,0.81314,-1.02425,-18.49279,-10.26083,-1.300207,-40.68485,-0.395462,-0.057452,7.267567,0.065143,0.004261,0.165483,-1.002206,-2.501206,-1.138846,-28.26698,4.204204,2.920443,0.148621,0.147875,0.193462,0.174024,-22.14385,190,m,NE,NA,NC,NN,NO
devel_086,28.97657,0.157949,28.15156,29.3485,31.99567,3.844109,115.2567,182.7946,57.60963,81.0927,150.9448,0.205223,139.8124,149.8333,174.5726,34.76028,585.0543,577.6555,1081.603,2502.43,0.534678,0.49724,0.270721,0.511636,0.768309,0.497588,7.990885,4.226724,6.623858,3.76927,0.237998,0.539708,18.64645,0.69969,17.83582,0.623728,6.547772,1.631072,-2.685006,-5.748349,0.024275,0.971311,1.323021,0.799766,6.406789,0.343873,7.662194,2.90905,23.52508,0.939401,591.5592,0.280666,1408.021,0.138304,-130.5565,-0.657541,1585.189,0.123296,1059.108,0.283099,-134.7787,-0.593377,2581.976,0.062968,916.0668,0.247799,-136.0819,-0.575928,-17.75566,-0.383852,25.53327,0.327594,-0.00562,-4.438757,-0.016125,-0.900793,0.266348,0.565115,24.4137,0.384776,17.72258,0.686592,1.516549,7.702069,-9.098836,-1.788456,-14.22902,22.39394,-0.028668,-0.001485,0.220559,15.23831,17.84123,9.570912,1.227153,5.305305,3.621731,0.093333,0.086378,0.167143,0.145083,-20.81638,192,f,NE,A,C,NN,NO
